ID,emotion
605,3
606,6
607,2
608,6
609,6
610,4
611,2
612,5
613,3
614,0
615,2
616,4
617,0
618,6
619,4
620,2
621,4
622,3
623,0
624,3
625,3
626,3
627,3
628,6
629,6
630,3
631,6
632,3
633,6
634,0
635,3
636,2
637,5
638,4
639,0
640,5
641,2
642,4
643,3
644,6
645,3
646,4
647,3
648,6
649,5
650,4
651,2
652,4
653,3
654,2
655,6
656,4
657,3
658,2
659,6
660,5
661,6
662,6
663,4
664,0
665,3
666,6
667,2
668,2
669,4
670,0
671,0
672,0
673,3
674,2
675,6
676,6
677,6
678,4
679,3
680,6
681,3
682,2
683,6
684,0
685,2
686,6
687,6
688,3
689,0
690,3
691,3
692,6
693,6
694,4
695,3
696,4
697,2
698,3
699,3
700,0
701,1
702,3
703,2
704,4
705,5
706,4
707,3
708,0
709,3
710,3
711,3
712,6
713,2
714,3
715,6
716,6
717,6
718,4
719,3
720,6
721,4
722,3
723,3
724,0
725,4
726,0
727,6
728,2
729,4
730,4
731,3
732,2
733,6
734,6
735,6
736,2
737,0
738,4
739,0
740,0
741,6
742,6
743,6
744,4
745,6
746,2
747,0
748,3
749,6
750,3
751,4
752,6
753,0
754,2
755,6
756,3
757,0
758,0
759,2
760,2
761,3
762,0
763,6
764,3
765,6
766,3
767,3
768,0
769,6
770,6
771,3
772,2
773,0
774,4
775,6
776,2
777,3
778,0
779,3
780,6
781,2
782,6
783,4
784,2
785,0
786,0
787,3
788,4
789,4
790,3
791,4
792,5
793,2
794,4
795,0
796,3
797,6
798,3
799,0
800,5
801,3
802,0
803,2
804,6
805,5
806,3
807,5
808,0
809,3
810,4
811,6
812,2
813,3
814,6
815,0
816,4
817,3
818,5
819,2
820,2
821,4
822,5
823,6
824,3
825,5
826,6
827,5
828,6
829,5
830,0
831,2
832,5
833,0
834,5
835,5
836,6
837,3
838,6
839,1
840,0
841,2
842,4
843,5
844,4
845,2
846,0
847,3
848,0
849,3
850,5
851,2
852,3
853,6
854,2
855,2
856,3
857,4
858,0
859,2
860,5
861,0
862,0
863,0
864,4
865,4
866,3
867,0
868,0
869,3
870,3
871,3
872,2
873,0
874,0
875,3
876,6
877,4
878,1
879,3
880,0
881,3
882,4
883,2
884,6
885,5
886,4
887,6
888,3
889,4
890,3
891,0
892,5
893,3
894,4
895,2
896,6
897,4
898,2
899,6
900,6
901,4
902,6
903,3
904,4
905,5
906,3
907,4
908,6
909,6
910,5
911,5
912,4
913,4
914,1
915,4
916,0
917,4
918,6
919,3
920,4
921,4
922,4
923,0
924,4
925,4
926,2
927,2
928,4
929,6
930,3
931,2
932,0
933,6
934,4
935,3
936,2
937,3
938,6
939,3
940,3
941,4
942,2
943,4
944,3
945,0
946,4
947,4
948,6
949,2
950,4
951,5
952,4
953,0
954,2
955,0
956,0
957,4
958,6
959,6
960,5
961,2
962,2
963,0
964,3
965,2
966,2
967,2
968,0
969,3
970,3
971,3
972,3
973,0
974,0
975,0
976,3
977,4
978,4
979,6
980,6
981,5
982,5
983,4
984,6
985,4
986,4
987,2
988,2
989,3
990,2
991,6
992,4
993,2
994,3
995,4
996,2
997,3
998,0
999,4
1000,0
1001,2
1002,3
1003,6
1004,4
1005,2
1006,6
1007,4
1008,6
1009,2
1010,0
1011,0
1012,4
1013,4
1014,3
1015,0
1016,3
1017,6
1018,0
1019,6
1020,4
1021,4
1022,0
1023,0
1024,1
1025,4
1026,6
1027,2
1028,2
1029,6
1030,4
1031,5
1032,3
1033,3
1034,3
1035,2
1036,3
1037,4
1038,0
1039,5
1040,3
1041,6
1042,6
1043,3
1044,4
1045,2
1046,4
1047,3
1048,4
1049,0
1050,6
1051,3
1052,2
1053,4
1054,4
1055,5
1056,3
1057,4
1058,6
1059,3
1060,4
1061,3
1062,3
1063,3
1064,6
1065,3
1066,6
1067,3
1068,3
1069,2
1070,3
1071,3
1072,3
1073,4
1074,3
1075,0
1076,3
1077,1
1078,2
1079,0
1080,0
1081,3
1082,3
1083,5
1084,3
1085,6
1086,6
1087,3
1088,5
1089,5
1090,4
1091,0
1092,3
1093,3
1094,4
1095,0
1096,4
1097,3
1098,3
1099,0
1100,3
1101,0
1102,0
1103,4
1104,2
1105,3
1106,2
1107,0
1108,4
1109,0
1110,0
1111,4
1112,6
1113,5
1114,4
1115,2
1116,2
1117,6
1118,5
1119,0
1120,3
1121,5
1122,1
1123,3
1124,0
1125,5
1126,3
1127,2
1128,0
1129,4
1130,6
1131,4
1132,6
1133,3
1134,0
1135,0
1136,6
1137,5
1138,2
1139,3
1140,6
1141,5
1142,6
1143,2
1144,6
1145,6
1146,2
1147,0
1148,3
1149,6
1150,0
1151,6
1152,0
1153,4
1154,0
1155,5
1156,5
1157,3
1158,6
1159,3
1160,0
1161,2
1162,0
1163,4
1164,0
1165,0
1166,2
1167,4
1168,6
1169,6
1170,0
1171,4
1172,2
1173,3
1174,5
1175,6
1176,3
1177,6
1178,5
1179,0
1180,2
1181,3
1182,6
1183,6
1184,2
1185,6
1186,5
1187,3
1188,2
1189,4
1190,3
1191,2
1192,1
1193,3
1194,6
1195,3
1196,5
1197,0
1198,6
1199,3
1200,4
1201,2
1202,3
1203,6
1204,6
1205,6
1206,2
1207,3
1208,6
1209,3
1210,4
1211,3
1212,5
1213,6
1214,6
1215,4
1216,1
1217,2
1218,3
1219,5
1220,3
1221,0
1222,3
1223,5
1224,3
1225,3
1226,3
1227,4
1228,4
1229,4
1230,4
1231,3
1232,6
1233,0
1234,4
1235,6
1236,6
1237,3
1238,3
1239,6
1240,0
1241,3
1242,0
1243,0
1244,5
1245,4
1246,3
1247,5
1248,4
1249,0
1250,2
1251,3
1252,4
1253,3
1254,2
1255,4
1256,6
1257,6
1258,0
1259,0
1260,6
1261,6
1262,4
1263,0
1264,4
1265,2
1266,6
1267,3
1268,0
1269,4
1270,2
1271,3
1272,4
1273,0
1274,4
1275,4
1276,5
1277,4
1278,6
1279,3
1280,6
1281,0
1282,6
1283,3
1284,3
1285,3
1286,4
1287,3
1288,2
1289,5
1290,0
1291,2
1292,4
1293,4
1294,6
1295,6
1296,0
1297,5
1298,3
1299,0
1300,5
1301,4
1302,6
1303,3
1304,6
1305,2
1306,5
1307,3
1308,3
1309,2
1310,6
1311,6
1312,6
1313,4
1314,4
1315,5
1316,0
1317,4
1318,3
1319,2
1320,0
1321,2
1322,6
1323,4
1324,1
1325,3
1326,3
1327,4
1328,4
1329,5
1330,4
1331,6
1332,3
1333,6
1334,6
1335,2
1336,6
1337,6
1338,5
1339,0
1340,4
1341,3
1342,4
1343,4
1344,6
1345,3
1346,6
1347,6
1348,4
1349,3
1350,2
1351,4
1352,2
1353,3
1354,2
1355,6
1356,0
1357,6
1358,2
1359,5
1360,6
1361,4
1362,2
1363,5
1364,6
1365,5
1366,4
1367,2
1368,2
1369,2
1370,6
1371,0
1372,6
1373,2
1374,4
1375,3
1376,0
1377,4
1378,6
1379,5
1380,0
1381,3
1382,4
1383,3
1384,0
1385,2
1386,2
1387,3
1388,2
1389,3
1390,3
1391,3
1392,2
1393,3
1394,3
1395,6
1396,4
1397,2
1398,3
1399,3
1400,5
1401,6
1402,6
1403,0
1404,5
1405,3
1406,3
1407,3
1408,3
1409,4
1410,3
1411,3
1412,0
1413,4
1414,6
1415,4
1416,6
1417,3
1418,0
1419,3
1420,2
1421,2
1422,4
1423,6
1424,6
1425,5
1426,0
1427,3
1428,6
1429,4
1430,3
1431,6
1432,6
1433,0
1434,5
1435,3
1436,2
1437,4
1438,2
1439,3
1440,4
1441,3
1442,4
1443,2
1444,5
1445,6
1446,2
1447,3
1448,0
1449,6
1450,0
1451,4
1452,6
1453,6
1454,3
1455,6
1456,3
1457,0
1458,3
1459,0
1460,3
1461,6
1462,2
1463,0
1464,3
1465,2
1466,3
1467,3
1468,3
1469,5
1470,3
1471,4
1472,4
1473,4
1474,3
1475,6
1476,5
1477,3
1478,2
1479,3
1480,0
1481,6
1482,5
1483,0
1484,5
1485,6
1486,4
1487,6
1488,4
1489,3
1490,0
1491,1
1492,3
1493,3
1494,2
1495,6
1496,3
1497,0
1498,2
1499,0
1500,6
1501,2
1502,6
1503,4
1504,6
1505,2
1506,4
1507,4
1508,6
1509,3
1510,6
1511,2
1512,6
1513,3
1514,2
1515,5
1516,4
1517,5
1518,3
1519,0
1520,3
1521,4
1522,0
1523,0
1524,2
1525,4
1526,6
1527,0
1528,2
1529,2
1530,4
1531,2
1532,6
1533,3
1534,2
1535,5
1536,2
1537,3
1538,6
1539,2
1540,3
1541,3
1542,2
1543,2
1544,6
1545,4
1546,2
1547,6
1548,4
1549,2
1550,4
1551,0
1552,0
1553,0
1554,0
1555,0
1556,3
1557,3
1558,2
1559,3
1560,3
1561,4
1562,4
1563,6
1564,3
1565,0
1566,2
1567,4
1568,4
1569,4
1570,0
1571,2
1572,4
1573,6
1574,5
1575,6
1576,0
1577,4
1578,3
1579,6
1580,3
1581,4
1582,6
1583,0
1584,0
1585,6
1586,0
1587,0
1588,4
1589,6
1590,4
1591,3
1592,5
1593,6
1594,0
1595,4
1596,6
1597,0
1598,3
1599,2
1600,3
1601,0
1602,4
1603,6
1604,5
1605,2
1606,2
1607,6
1608,2
1609,0
1610,2
1611,3
1612,4
1613,2
1614,4
1615,4
1616,2
1617,5
1618,4
1619,0
1620,3
1621,3
1622,4
1623,4
1624,3
1625,6
1626,2
1627,2
1628,3
1629,3
1630,3
1631,6
1632,2
1633,3
1634,2
1635,3
1636,0
1637,6
1638,6
1639,3
1640,3
1641,0
1642,4
1643,3
1644,2
1645,4
1646,6
1647,5
1648,0
1649,0
1650,2
1651,3
1652,5
1653,3
1654,3
1655,3
1656,4
1657,0
1658,5
1659,0
1660,4
1661,0
1662,2
1663,4
1664,6
1665,2
1666,6
1667,0
1668,6
1669,2
1670,4
1671,6
1672,2
1673,6
1674,3
1675,6
1676,4
1677,6
1678,4
1679,5
1680,5
1681,4
1682,5
1683,6
1684,3
1685,5
1686,0
1687,6
1688,4
1689,2
1690,4
1691,0
1692,3
1693,3
1694,4
1695,3
1696,2
1697,1
1698,3
1699,4
1700,3
1701,0
1702,2
1703,3
1704,0
1705,4
1706,3
1707,6
1708,0
1709,3
1710,4
1711,4
1712,6
1713,6
1714,6
1715,3
1716,3
1717,3
1718,6
1719,5
1720,1
1721,6
1722,0
1723,0
1724,0
1725,6
1726,5
1727,4
1728,3
1729,3
1730,4
1731,0
1732,6
1733,2
1734,3
1735,6
1736,3
1737,4
1738,0
1739,0
1740,5
1741,3
1742,0
1743,5
1744,3
1745,3
1746,0
1747,0
1748,4
1749,6
1750,4
1751,3
1752,4
1753,5
1754,0
1755,3
1756,4
1757,2
1758,3
1759,0
1760,4
1761,4
1762,0
1763,4
1764,2
1765,0
1766,6
1767,6
1768,5
1769,3
1770,3
1771,2
1772,2
1773,3
1774,2
1775,6
1776,5
1777,6
1778,0
1779,0
1780,4
1781,5
1782,6
1783,3
1784,2
1785,5
1786,3
1787,5
1788,6
1789,0
1790,3
1791,0
1792,3
1793,4
1794,5
1795,4
1796,4
1797,3
1798,0
1799,5
1800,0
1801,3
1802,4
1803,3
1804,6
1805,4
1806,0
1807,4
1808,2
1809,3
1810,5
1811,4
1812,2
1813,3
1814,4
1815,4
1816,2
1817,6
1818,0
1819,6
1820,2
1821,4
1822,4
1823,4
1824,0
1825,3
1826,6
1827,1
1828,4
1829,5
1830,4
1831,6
1832,4
1833,3
1834,4
1835,4
1836,4
1837,2
1838,6
1839,6
1840,0
1841,6
1842,1
1843,6
1844,5
1845,4
1846,6
1847,4
1848,4
1849,4
1850,3
1851,6
1852,3
1853,6
1854,4
1855,6
1856,2
1857,2
1858,0
1859,5
1860,5
1861,3
1862,4
1863,3
1864,0
1865,0
1866,0
1867,4
1868,6
1869,3
1870,2
1871,2
1872,0
1873,6
1874,3
1875,0
1876,0
1877,4
1878,5
1879,3
1880,4
1881,0
1882,5
1883,3
1884,6
1885,6
1886,2
1887,2
1888,5
1889,5
1890,5
1891,5
1892,4
1893,1
1894,0
1895,4
1896,0
1897,0
1898,3
1899,3
1900,3
1901,3
1902,3
1903,4
1904,0
1905,5
1906,6
1907,4
1908,2
1909,3
1910,6
1911,2
1912,0
1913,4
1914,3
1915,5
1916,6
1917,5
1918,6
1919,4
1920,5
1921,2
1922,5
1923,4
1924,4
1925,5
1926,0
1927,3
1928,3
1929,3
1930,0
1931,1
1932,5
1933,2
1934,4
1935,2
1936,5
1937,6
1938,3
1939,4
1940,4
1941,0
1942,3
1943,3
1944,3
1945,4
1946,0
1947,6
1948,4
1949,4
1950,5
1951,4
1952,6
1953,6
1954,6
1955,3
1956,3
1957,2
1958,4
1959,3
1960,3
1961,5
1962,3
1963,4
1964,3
1965,6
1966,6
1967,3
1968,3
1969,6
1970,0
1971,3
1972,0
1973,5
1974,0
1975,6
1976,3
1977,4
1978,6
1979,6
1980,3
1981,4
1982,0
1983,4
1984,3
1985,3
1986,6
1987,4
1988,3
1989,3
1990,2
1991,2
1992,3
1993,4
1994,4
1995,6
1996,0
1997,2
1998,3
1999,6
2000,3
2001,0
2002,3
2003,2
2004,6
2005,1
2006,5
2007,6
2008,0
2009,2
2010,4
2011,1
2012,3
2013,5
2014,6
2015,2
2016,6
2017,5
2018,5
2019,2
2020,3
2021,2
2022,2
2023,0
2024,2
2025,0
2026,3
2027,0
2028,4
2029,3
2030,5
2031,2
2032,5
2033,3
2034,3
2035,2
2036,2
2037,2
2038,0
2039,2
2040,2
2041,3
2042,0
2043,5
2044,4
2045,2
2046,6
2047,3
2048,2
2049,0
2050,2
2051,6
2052,3
2053,1
2054,6
2055,6
2056,2
2057,6
2058,6
2059,4
2060,3
2061,5
2062,2
2063,3
2064,4
2065,1
2066,0
2067,6
2068,0
2069,4
2070,2
2071,3
2072,3
2073,0
2074,6
2075,0
2076,2
2077,2
2078,6
2079,6
2080,6
2081,4
2082,5
2083,2
2084,3
2085,2
2086,2
2087,3
2088,3
2089,0
2090,6
2091,6
2092,4
2093,2
2094,3
2095,4
2096,3
2097,6
2098,2
2099,3
2100,0
2101,6
2102,2
2103,5
2104,4
2105,5
2106,3
2107,3
2108,4
2109,4
2110,4
2111,4
2112,3
2113,4
2114,4
2115,3
2116,3
2117,3
2118,3
2119,3
2120,1
2121,4
2122,3
2123,3
2124,3
2125,6
2126,2
2127,2
2128,4
2129,3
2130,2
2131,4
2132,4
2133,6
2134,3
2135,3
2136,6
2137,3
2138,4
2139,2
2140,3
2141,3
2142,2
2143,4
2144,3
2145,0
2146,3
2147,3
2148,6
2149,2
2150,1
2151,3
2152,5
2153,4
2154,4
2155,4
2156,3
2157,3
2158,0
2159,4
2160,6
2161,2
2162,6
2163,3
2164,4
2165,5
2166,3
2167,6
2168,5
2169,6
2170,0
2171,4
2172,6
2173,3
2174,6
2175,6
2176,6
2177,3
2178,6
2179,0
2180,6
2181,6
2182,2
2183,3
2184,0
2185,5
2186,3
2187,2
2188,0
2189,3
2190,2
2191,2
2192,0
2193,6
2194,3
2195,3
2196,3
2197,6
2198,3
2199,6
2200,3
2201,6
2202,4
2203,6
2204,3
2205,2
2206,4
2207,3
2208,0
2209,0
2210,6
2211,2
2212,3
2213,3
2214,4
2215,4
2216,4
2217,2
2218,2
2219,4
2220,1
2221,5
2222,5
2223,4
2224,6
2225,4
2226,6
2227,5
2228,5
2229,2
2230,0
2231,4
2232,2
2233,2
2234,4
2235,5
2236,4
2237,6
2238,0
2239,2
2240,3
2241,5
2242,4
2243,3
2244,3
2245,2
2246,6
2247,3
2248,0
2249,0
2250,4
2251,5
2252,3
2253,6
2254,3
2255,6
2256,0
2257,3
2258,0
2259,6
2260,4
2261,0
2262,3
2263,5
2264,0
2265,6
2266,2
2267,3
2268,6
2269,4
2270,2
2271,3
2272,2
2273,6
2274,0
2275,0
2276,6
2277,6
2278,3
2279,5
2280,0
2281,5
2282,4
2283,4
2284,2
2285,5
2286,0
2287,2
2288,4
2289,6
2290,6
2291,3
2292,3
2293,3
2294,6
2295,3
2296,6
2297,5
2298,3
2299,4
2300,5
2301,6
2302,6
2303,4
2304,4
2305,0
2306,4
2307,2
2308,3
2309,3
2310,3
2311,4
2312,3
2313,6
2314,3
2315,6
2316,3
2317,2
2318,6
2319,3
2320,0
2321,0
2322,2
2323,0
2324,6
2325,0
2326,3
2327,3
2328,2
2329,5
2330,4
2331,3
2332,6
2333,6
2334,0
2335,3
2336,0
2337,0
2338,4
2339,5
2340,2
2341,2
2342,6
2343,3
2344,4
2345,3
2346,5
2347,6
2348,3
2349,3
2350,2
2351,6
2352,0
2353,2
2354,4
2355,0
2356,2
2357,2
2358,3
2359,4
2360,5
2361,6
2362,6
2363,3
2364,0
2365,6
2366,3
2367,0
2368,3
2369,0
2370,6
2371,2
2372,3
2373,6
2374,4
2375,1
2376,3
2377,3
2378,0
2379,3
2380,0
2381,3
2382,5
2383,4
2384,6
2385,2
2386,0
2387,0
2388,6
2389,5
2390,6
2391,4
2392,2
2393,3
2394,5
2395,4
2396,6
2397,0
2398,3
2399,3
2400,0
2401,3
2402,4
2403,0
2404,6
2405,3
2406,3
2407,4
2408,2
2409,6
2410,3
2411,3
2412,4
2413,3
2414,4
2415,0
2416,3
2417,0
2418,2
2419,2
2420,3
2421,4
2422,4
2423,3
2424,6
2425,5
2426,5
2427,0
2428,6
2429,3
2430,3
2431,4
2432,3
2433,0
2434,6
2435,2
2436,4
2437,3
2438,3
2439,5
2440,3
2441,6
2442,3
2443,0
2444,2
2445,6
2446,6
2447,2
2448,6
2449,2
2450,4
2451,5
2452,3
2453,2
2454,6
2455,1
2456,2
2457,6
2458,0
2459,3
2460,4
2461,3
2462,1
2463,3
2464,3
2465,5
2466,3
2467,2
2468,3
2469,0
2470,4
2471,6
2472,3
2473,2
2474,4
2475,6
2476,4
2477,5
2478,3
2479,4
2480,2
2481,6
2482,4
2483,6
2484,5
2485,3
2486,2
2487,3
2488,1
2489,6
2490,5
2491,5
2492,0
2493,2
2494,3
2495,0
2496,2
2497,5
2498,5
2499,6
2500,3
2501,3
2502,4
2503,2
2504,0
2505,0
2506,3
2507,5
2508,3
2509,6
2510,4
2511,3
2512,2
2513,6
2514,3
2515,5
2516,0
2517,4
2518,2
2519,6
2520,2
2521,6
2522,5
2523,5
2524,3
2525,4
2526,0
2527,2
2528,3
2529,6
2530,2
2531,3
2532,6
2533,3
2534,3
2535,3
2536,4
2537,3
2538,3
2539,2
2540,3
2541,6
2542,3
2543,3
2544,2
2545,0
2546,2
2547,3
2548,3
2549,6
2550,3
2551,4
2552,2
2553,3
2554,2
2555,6
2556,6
2557,2
2558,2
2559,4
2560,3
2561,0
2562,6
2563,3
2564,2
2565,3
2566,3
2567,0
2568,3
2569,4
2570,6
2571,2
2572,0
2573,6
2574,3
2575,2
2576,0
2577,3
2578,2
2579,6
2580,6
2581,3
2582,4
2583,6
2584,3
2585,2
2586,5
2587,2
2588,0
2589,3
2590,3
2591,5
2592,2
2593,3
2594,4
2595,3
2596,5
2597,3
2598,2
2599,0
2600,4
2601,0
2602,4
2603,6
2604,4
2605,4
2606,4
2607,6
2608,3
2609,4
2610,6
2611,3
2612,3
2613,5
2614,0
2615,6
2616,5
2617,4
2618,6
2619,3
2620,4
2621,3
2622,0
2623,4
2624,4
2625,4
2626,3
2627,6
2628,3
2629,6
2630,0
2631,3
2632,5
2633,6
2634,2
2635,3
2636,4
2637,5
2638,3
2639,3
2640,5
2641,3
2642,0
2643,4
2644,2
2645,5
2646,0
2647,4
2648,4
2649,5
2650,4
2651,5
2652,4
2653,6
2654,5
2655,3
2656,0
2657,6
2658,3
2659,4
2660,1
2661,6
2662,3
2663,6
2664,4
2665,6
2666,3
2667,6
2668,3
2669,3
2670,6
2671,4
2672,0
2673,6
2674,6
2675,4
2676,3
2677,6
2678,3
2679,3
2680,0
2681,3
2682,2
2683,5
2684,5
2685,3
2686,4
2687,2
2688,0
2689,6
2690,5
2691,3
2692,0
2693,2
2694,3
2695,5
2696,4
2697,5
2698,6
2699,4
2700,0
2701,0
2702,3
2703,5
2704,2
2705,3
2706,0
2707,6
2708,4
2709,2
2710,4
2711,3
2712,3
2713,2
2714,4
2715,5
2716,6
2717,0
2718,2
2719,0
2720,6
2721,0
2722,3
2723,0
2724,6
2725,5
2726,0
2727,4
2728,6
2729,0
2730,3
2731,3
2732,3
2733,4
2734,2
2735,0
2736,6
2737,0
2738,4
2739,0
2740,5
2741,2
2742,4
2743,5
2744,6
2745,3
2746,4
2747,3
2748,3
2749,3
2750,3
2751,4
2752,0
2753,2
2754,3
2755,5
2756,6
2757,3
2758,0
2759,4
2760,0
2761,3
2762,0
2763,6
2764,0
2765,5
2766,3
2767,4
2768,6
2769,2
2770,6
2771,5
2772,4
2773,0
2774,3
2775,0
2776,1
2777,0
2778,4
2779,4
2780,2
2781,2
2782,3
2783,0
2784,2
2785,3
2786,2
2787,6
2788,5
2789,6
2790,2
2791,4
2792,3
2793,0
2794,6
2795,4
2796,3
2797,3
2798,4
2799,0
2800,2
2801,5
2802,6
2803,0
2804,5
2805,5
2806,3
2807,3
2808,5
2809,2
2810,2
2811,6
2812,2
2813,2
2814,6
2815,5
2816,3
2817,0
2818,4
2819,2
2820,2
2821,4
2822,0
2823,0
2824,3
2825,5
2826,4
2827,3
2828,2
2829,3
2830,0
2831,4
2832,0
2833,6
2834,3
2835,0
2836,4
2837,5
2838,0
2839,4
2840,4
2841,0
2842,5
2843,3
2844,6
2845,0
2846,3
2847,4
2848,2
2849,6
2850,3
2851,2
2852,4
2853,4
2854,2
2855,5
2856,6
2857,0
2858,2
2859,5
2860,4
2861,2
2862,2
2863,3
2864,3
2865,3
2866,0
2867,0
2868,6
2869,3
2870,4
2871,4
2872,4
2873,2
2874,6
2875,4
2876,2
2877,6
2878,0
2879,5
2880,6
2881,3
2882,2
2883,6
2884,0
2885,2
2886,5
2887,0
2888,4
2889,3
2890,3
2891,0
2892,4
2893,3
2894,2
2895,0
2896,1
2897,6
2898,3
2899,2
2900,2
2901,4
2902,4
2903,3
2904,5
2905,0
2906,4
2907,4
2908,0
2909,0
2910,2
2911,6
2912,3
2913,2
2914,0
2915,3
2916,6
2917,4
2918,6
2919,3
2920,5
2921,3
2922,4
2923,2
2924,0
2925,5
2926,6
2927,3
2928,4
2929,0
2930,4
2931,5
2932,0
2933,3
2934,4
2935,6
2936,3
2937,2
2938,4
2939,6
2940,3
2941,3
2942,0
2943,4
2944,4
2945,0
2946,0
2947,0
2948,4
2949,6
2950,4
2951,0
2952,3
2953,5
2954,5
2955,4
2956,6
2957,0
2958,4
2959,6
2960,2
2961,5
2962,4
2963,5
2964,4
2965,3
2966,6
2967,2
2968,4
2969,6
2970,5
2971,3
2972,6
2973,2
2974,0
2975,3
2976,2
2977,3
2978,5
2979,3
2980,4
2981,2
2982,6
2983,3
2984,0
2985,4
2986,0
2987,6
2988,6
2989,2
2990,5
2991,5
2992,4
2993,2
2994,6
2995,6
2996,6
2997,6
