id,label
633,0
634,3
635,2
636,1
637,5
638,5
639,8
640,5
641,8
642,0
643,8
644,7
645,8
646,8
647,2
648,2
649,8
650,1
651,1
652,8
653,2
654,7
655,5
656,7
657,0
658,4
659,7
660,5
661,7
662,3
663,5
664,3
665,3
666,3
667,6
668,2
669,2
670,4
671,6
672,7
673,3
674,7
675,4
676,8
677,7
678,1
679,7
680,6
681,8
682,1
683,0
684,0
685,1
686,7
687,4
688,1
689,8
690,0
691,7
692,7
693,6
694,5
695,5
696,1
697,0
698,8
699,2
700,1
701,6
702,7
703,2
704,5
705,7
706,8
707,7
708,5
709,2
710,6
711,2
712,1
713,1
714,7
715,5
716,3
717,7
718,3
719,6
720,5
721,2
722,6
723,3
724,8
725,5
726,8
727,2
728,3
729,1
730,5
731,5
732,1
733,7
734,0
735,1
736,8
737,6
738,0
739,8
740,8
741,7
742,8
743,5
744,1
745,7
746,4
747,6
748,7
749,7
750,3
751,5
752,8
753,4
754,8
755,6
756,8
757,0
758,6
759,4
760,4
761,7
762,3
763,5
764,1
765,7
766,1
767,7
768,4
769,0
770,1
771,3
772,7
773,7
774,1
775,5
776,3
777,8
778,0
779,0
780,8
781,1
782,6
783,1
784,0
785,6
786,3
787,5
788,7
789,1
790,0
791,8
792,8
793,7
794,5
795,1
796,3
797,8
798,1
799,3
800,2
801,2
802,7
803,5
804,1
805,7
806,3
807,0
808,0
809,0
810,5
811,1
812,7
813,6
814,0
815,0
816,2
817,3
818,3
819,5
820,6
821,8
822,0
823,3
824,8
825,2
826,1
827,3
828,3
829,4
830,6
831,4
832,3
833,8
834,3
835,3
836,0
837,0
838,1
839,6
840,4
841,2
842,6
843,6
844,6
845,3
846,3
847,6
848,1
849,2
850,1
851,7
852,5
853,3
854,4
855,2
856,0
857,2
858,7
859,0
860,1
861,1
862,3
863,5
864,4
865,1
866,1
867,0
868,5
869,8
870,2
871,0
872,1
873,0
874,8
875,6
876,8
877,0
878,8
879,7
880,3
881,7
882,1
883,3
884,4
885,7
886,4
887,3
888,0
889,7
890,2
891,5
892,1
893,3
894,1
895,3
896,6
897,7
898,6
899,4
900,2
901,1
902,6
903,2
904,3
905,7
906,3
907,7
908,5
909,7
910,2
911,0
912,0
913,5
914,3
915,4
916,8
917,0
918,8
919,2
920,4
921,8
922,2
923,7
924,1
925,8
926,3
927,8
928,5
929,4
930,8
931,0
932,5
933,7
934,3
935,7
936,2
937,3
938,6
939,3
940,2
941,7
942,8
943,8
944,7
945,8
946,6
947,7
948,5
949,5
950,4
951,8
952,7
953,8
954,0
955,3
956,7
957,0
958,3
959,8
960,2
961,3
962,1
963,4
964,2
965,5
966,2
967,6
968,5
969,3
970,3
971,2
972,7
973,2
974,5
975,2
976,3
977,5
978,0
979,7
980,2
981,5
982,3
983,3
984,3
985,6
986,2
987,4
988,5
989,0
990,6
991,3
992,5
993,2
994,0
995,7
996,3
997,8
998,6
999,2
1000,6
1001,1
1002,8
1003,2
1004,0
1005,5
1006,1
1007,7
1008,1
1009,7
1010,3
1011,2
1012,4
1013,7
1014,6
1015,6
1016,6
1017,5
1018,1
1019,7
1020,3
1021,4
1022,6
1023,1
1024,6
1025,8
1026,1
1027,2
1028,0
1029,5
1030,6
1031,8
1032,1
1033,8
1034,3
1035,3
1036,1
1037,0
1038,6
1039,0
1040,1
1041,2
1042,5
1043,7
1044,6
1045,7
1046,7
1047,7
1048,7
1049,2
1050,4
1051,7
1052,2
1053,3
1054,7
1055,3
1056,1
1057,1
1058,0
1059,8
1060,7
1061,3
1062,7
1063,2
1064,3
1065,2
1066,2
1067,8
1068,0
1069,8
1070,3
1071,0
1072,7
1073,3
1074,6
1075,8
1076,7
1077,0
1078,1
1079,4
1080,4
1081,8
1082,1
1083,4
1084,3
1085,5
1086,5
1087,3
1088,0
1089,8
1090,8
1091,2
1092,2
1093,8
1094,7
1095,3
1096,3
1097,3
1098,6
1099,4
1100,4
1101,0
1102,8
1103,3
1104,6
1105,2
1106,7
1107,5
1108,6
1109,0
1110,5
1111,3
1112,4
1113,2
1114,1
1115,3
1116,3
1117,4
1118,1
1119,3
1120,7
1121,8
1122,1
1123,2
1124,8
1125,4
1126,3
1127,8
1128,2
1129,2
1130,4
1131,3
1132,2
1133,3
1134,5
1135,4
1136,7
1137,8
1138,5
1139,5
1140,8
1141,7
1142,4
1143,3
1144,1
1145,5
1146,3
1147,7
1148,4
1149,6
1150,1
1151,1
1152,2
1153,8
1154,5
1155,1
1156,8
1157,3
1158,6
1159,8
1160,1
1161,1
1162,8
1163,4
1164,6
1165,1
1166,1
1167,6
1168,5
1169,0
1170,2
1171,7
1172,3
1173,6
1174,5
1175,3
1176,1
1177,0
1178,7
1179,8
1180,8
1181,3
1182,1
1183,7
1184,2
1185,7
1186,1
1187,3
1188,3
1189,7
1190,8
1191,5
1192,2
1193,6
1194,6
1195,1
1196,6
1197,3
1198,6
1199,7
1200,3
1201,1
1202,2
1203,3
1204,6
1205,7
1206,1
1207,8
1208,2
1209,0
1210,1
1211,3
1212,2
1213,7
1214,4
1215,7
1216,5
1217,7
1218,0
1219,7
1220,0
1221,6
1222,1
1223,8
1224,6
1225,2
1226,8
1227,1
1228,0
1229,3
1230,0
1231,3
1232,0
1233,8
1234,2
1235,4
1236,1
1237,6
1238,2
1239,8
1240,5
1241,7
1242,4
1243,0
1244,6
1245,6
1246,7
1247,6
1248,0
1249,8
1250,5
1251,1
1252,7
1253,2
1254,7
1255,2
1256,2
1257,1
1258,7
1259,6
1260,4
1261,1
1262,1
1263,4
1264,1
1265,1
1266,3
1267,2
1268,7
1269,0
1270,7
1271,2
1272,3
1273,1
1274,2
1275,7
1276,3
1277,3
1278,7
1279,5
1280,5
1281,8
1282,8
1283,7
1284,5
1285,2
1286,8
1287,2
1288,6
1289,4
1290,8
1291,8
1292,1
1293,1
1294,3
1295,0
1296,1
1297,3
1298,1
1299,7
1300,3
1301,6
1302,2
1303,6
1304,8
1305,7
1306,6
1307,6
1308,2
1309,1
1310,3
1311,7
1312,8
1313,3
1314,3
1315,6
1316,1
1317,3
1318,4
1319,3
1320,0
1321,6
1322,3
1323,1
1324,0
1325,8
1326,7
1327,0
1328,8
1329,7
1330,2
1331,4
1332,1
1333,7
1334,3
1335,0
1336,5
1337,1
1338,1
1339,6
1340,8
1341,1
1342,0
1343,5
1344,6
1345,5
1346,1
1347,4
1348,1
1349,0
1350,6
1351,7
1352,4
1353,2
1354,1
1355,6
1356,2
1357,5
1358,5
1359,1
1360,1
1361,5
1362,6
1363,0
1364,2
1365,7
1366,0
1367,5
1368,3
1369,1
1370,3
1371,2
1372,7
1373,3
1374,8
1375,7
1376,7
1377,8
1378,3
1379,5
1380,7
1381,2
1382,8
1383,3
1384,7
1385,8
1386,7
1387,7
1388,3
1389,7
1390,8
1391,0
1392,6
1393,3
1394,1
1395,3
1396,6
1397,8
1398,8
1399,1
1400,7
1401,8
1402,1
1403,2
1404,2
1405,6
1406,6
1407,3
1408,6
1409,2
1410,2
1411,8
1412,2
1413,5
1414,6
1415,8
1416,7
1417,2
1418,0
1419,7
1420,2
1421,7
1422,4
1423,4
1424,1
1425,8
1426,4
1427,7
1428,6
1429,5
1430,0
1431,8
1432,3
1433,6
1434,5
1435,5
1436,5
1437,1
1438,7
1439,1
1440,7
1441,0
1442,3
1443,3
1444,7
1445,3
1446,0
1447,7
1448,0
1449,8
1450,1
1451,2
1452,6
1453,1
1454,7
1455,7
1456,4
1457,4
1458,3
1459,3
1460,6
1461,7
1462,2
1463,2
1464,6
1465,6
1466,4
1467,7
1468,7
1469,6
1470,7
1471,4
1472,7
1473,5
1474,3
1475,4
1476,2
1477,6
1478,5
1479,7
1480,6
1481,6
1482,4
1483,8
1484,3
1485,3
1486,1
1487,3
1488,7
1489,7
1490,6
1491,1
1492,6
1493,1
1494,0
1495,3
1496,3
1497,5
1498,1
1499,4
1500,7
1501,1
1502,0
1503,2
1504,6
1505,3
1506,4
1507,0
1508,3
1509,1
1510,0
1511,6
1512,6
1513,6
1514,3
1515,7
1516,3
1517,7
1518,0
1519,0
1520,2
1521,0
1522,8
1523,8
1524,7
1525,8
1526,3
1527,2
1528,2
1529,4
1530,7
1531,6
1532,2
1533,1
1534,3
1535,7
1536,1
1537,4
1538,1
1539,6
1540,1
1541,8
1542,3
1543,6
1544,4
1545,2
1546,5
1547,0
1548,6
1549,5
1550,4
1551,7
1552,5
1553,3
1554,2
1555,7
1556,8
1557,7
1558,7
1559,1
1560,4
1561,3
1562,1
1563,3
1564,7
1565,5
1566,6
1567,2
1568,4
1569,2
1570,2
1571,1
1572,7
1573,3
1574,7
1575,1
1576,2
1577,1
1578,5
1579,7
1580,7
1581,0
1582,3
1583,2
1584,8
1585,8
1586,8
1587,1
1588,5
1589,0
1590,0
1591,5
1592,5
1593,3
1594,7
1595,7
1596,8
1597,5
1598,6
1599,2
1600,6
1601,4
1602,8
1603,1
1604,2
1605,3
1606,8
1607,4
1608,7
1609,8
1610,6
1611,7
1612,3
1613,7
1614,1
1615,0
1616,5
1617,0
1618,2
1619,6
1620,6
1621,0
1622,2
1623,3
1624,2
1625,2
1626,1
1627,6
1628,0
1629,3
1630,3
1631,8
1632,8
1633,1
1634,3
1635,4
1636,7
1637,1
1638,5
1639,5
1640,1
1641,8
1642,0
1643,0
1644,6
1645,4
1646,8
1647,3
1648,7
1649,6
1650,1
1651,3
1652,2
1653,3
1654,6
1655,4
1656,8
1657,7
1658,4
1659,6
1660,6
1661,3
1662,7
1663,5
1664,6
1665,3
1666,3
1667,7
1668,7
1669,8
1670,3
1671,7
1672,0
1673,7
1674,8
1675,5
1676,7
1677,2
1678,5
1679,2
1680,3
1681,3
1682,7
1683,7
1684,7
1685,5
1686,6
1687,0
1688,7
1689,2
1690,3
1691,7
1692,3
1693,6
1694,1
1695,3
1696,0
1697,8
1698,0
1699,6
1700,8
1701,1
1702,2
1703,8
1704,5
1705,3
1706,3
1707,3
1708,7
1709,1
1710,3
1711,7
1712,2
1713,3
1714,7
1715,7
1716,0
1717,2
1718,7
1719,6
1720,3
1721,1
1722,1
1723,3
1724,2
1725,1
1726,1
1727,8
1728,3
1729,7
1730,8
1731,4
1732,8
1733,6
1734,4
1735,7
1736,6
1737,1
1738,4
1739,8
1740,5
1741,0
1742,5
1743,3
1744,0
1745,5
1746,6
1747,4
1748,5
1749,2
1750,1
1751,2
1752,5
1753,7
1754,2
1755,3
1756,5
1757,6
1758,6
1759,5
1760,8
1761,7
1762,3
1763,0
1764,3
1765,3
1766,6
1767,6
1768,7
1769,5
1770,3
1771,1
1772,5
1773,4
1774,4
1775,1
1776,8
1777,0
1778,1
1779,0
1780,8
1781,7
1782,7
1783,0
1784,6
1785,1
1786,8
1787,7
1788,2
1789,1
1790,0
1791,1
1792,0
1793,1
1794,0
1795,0
1796,0
1797,2
1798,3
1799,8
1800,7
1801,7
1802,3
1803,2
1804,7
1805,8
1806,8
1807,7
1808,4
1809,7
1810,3
1811,0
1812,2
1813,4
1814,4
1815,8
1816,4
1817,7
1818,7
1819,8
1820,6
1821,2
1822,3
1823,7
1824,1
1825,7
1826,1
1827,0
1828,7
1829,0
1830,5
1831,8
1832,3
1833,1
1834,7
1835,2
1836,7
1837,3
1838,6
1839,5
1840,0
1841,7
1842,8
1843,7
1844,2
1845,8
1846,3
1847,1
1848,3
1849,7
1850,7
1851,3
1852,4
1853,4
1854,0
1855,0
1856,8
1857,8
1858,8
1859,7
1860,2
1861,3
1862,8
1863,8
1864,3
1865,8
1866,3
1867,4
1868,3
1869,8
1870,3
1871,2
1872,7
1873,6
1874,7
1875,7
1876,8
1877,4
1878,3
1879,1
1880,1
1881,1
1882,3
1883,7
1884,7
1885,6
1886,8
1887,0
1888,3
1889,4
1890,3
1891,3
1892,3
1893,8
1894,5
1895,3
1896,4
1897,1
1898,3
1899,2
1900,5
1901,7
1902,3
1903,3
1904,8
1905,8
1906,2
1907,2
1908,4
1909,0
1910,3
1911,6
1912,2
1913,3
1914,3
1915,7
1916,8
1917,1
1918,6
1919,4
1920,5
1921,8
1922,3
1923,7
1924,6
1925,5
1926,2
1927,3
1928,6
1929,3
1930,7
1931,7
1932,0
1933,8
1934,1
1935,7
1936,6
1937,0
1938,8
1939,8
1940,7
1941,7
1942,5
1943,7
1944,8
1945,3
1946,7
1947,2
1948,7
1949,0
1950,7
1951,1
1952,2
1953,1
1954,2
1955,5
1956,0
1957,3
1958,3
1959,7
1960,7
1961,5
1962,7
1963,1
1964,3
1965,3
1966,7
1967,7
1968,0
1969,0
1970,5
1971,3
1972,7
1973,4
1974,1
1975,0
1976,0
1977,3
1978,6
1979,8
1980,7
1981,3
1982,7
1983,6
1984,3
1985,2
1986,3
1987,7
1988,1
1989,7
1990,2
1991,6
1992,1
1993,4
1994,7
1995,7
1996,7
1997,3
1998,8
1999,7
2000,7
2001,7
2002,8
2003,1
2004,3
2005,1
2006,7
2007,8
2008,7
2009,8
2010,8
2011,4
2012,3
2013,7
2014,5
2015,2
2016,8
2017,2
2018,1
2019,3
2020,4
2021,1
2022,7
2023,1
2024,5
2025,5
2026,4
2027,3
2028,6
2029,8
2030,2
2031,3
2032,0
2033,3
2034,8
2035,5
2036,3
2037,3
2038,0
2039,7
2040,5
2041,1
2042,8
2043,3
2044,7
2045,7
2046,8
2047,3
2048,8
2049,6
2050,5
2051,5
2052,4
2053,4
2054,1
2055,4
2056,7
2057,1
2058,1
2059,3
2060,6
2061,7
2062,7
2063,2
2064,5
2065,7
2066,8
2067,8
2068,1
2069,0
2070,0
2071,1
2072,3
2073,3
2074,1
2075,0
2076,8
2077,1
2078,0
2079,4
2080,4
2081,1
2082,3
2083,0
2084,2
2085,1
2086,7
2087,3
2088,3
2089,3
2090,8
2091,5
2092,2
2093,8
2094,0
2095,0
2096,3
2097,3
2098,5
2099,0
2100,6
2101,8
2102,0
2103,7
2104,8
2105,5
2106,8
2107,8
2108,0
2109,3
2110,2
2111,7
2112,2
2113,8
2114,4
2115,1
2116,1
2117,5
2118,5
2119,1
2120,5
2121,4
2122,3
2123,5
2124,2
2125,2
2126,7
2127,7
2128,5
2129,1
2130,2
2131,5
2132,7
2133,3
2134,7
2135,7
2136,7
2137,3
2138,5
2139,2
2140,4
2141,2
2142,2
2143,3
2144,7
2145,7
2146,1
2147,8
2148,6
2149,7
2150,3
2151,0
2152,8
2153,5
2154,1
2155,6
2156,3
2157,7
2158,2
2159,1
2160,2
2161,8
2162,2
2163,2
2164,7
2165,4
2166,3
2167,3
2168,1
2169,3
2170,8
2171,6
2172,8
2173,2
2174,2
2175,7
2176,0
2177,7
2178,3
2179,8
2180,1
2181,5
2182,5
2183,1
2184,1
2185,1
2186,6
2187,5
2188,6
2189,2
2190,3
2191,7
2192,1
2193,6
2194,4
2195,2
2196,2
2197,7
2198,2
2199,6
2200,5
2201,7
2202,6
2203,1
2204,1
2205,8
2206,3
2207,6
2208,1
2209,3
2210,7
2211,5
2212,6
2213,1
2214,7
2215,1
2216,3
2217,5
2218,4
2219,4
2220,2
2221,8
2222,6
2223,8
2224,2
2225,7
2226,7
2227,3
2228,5
2229,8
2230,1
2231,7
2232,7
2233,8
2234,8
2235,7
2236,8
2237,1
2238,8
2239,6
2240,4
2241,0
2242,8
2243,8
2244,4
2245,0
2246,3
2247,1
2248,7
2249,7
2250,7
2251,4
2252,8
2253,0
2254,8
2255,5
2256,8
2257,2
2258,0
2259,7
2260,4
2261,2
2262,5
2263,8
2264,1
2265,4
2266,5
2267,5
2268,7
2269,2
2270,1
2271,6
2272,7
2273,3
2274,1
2275,7
2276,0
2277,1
2278,3
2279,2
2280,6
2281,3
2282,1
2283,6
2284,3
2285,6
2286,7
2287,4
2288,5
2289,3
2290,1
2291,2
2292,6
2293,4
2294,6
2295,4
2296,3
2297,7
2298,8
2299,2
2300,5
2301,1
2302,7
2303,4
2304,1
2305,2
2306,7
2307,0
2308,7
2309,0
2310,1
2311,8
2312,0
2313,7
2314,6
2315,1
2316,0
2317,5
2318,6
2319,7
2320,5
2321,7
2322,3
2323,7
2324,8
2325,2
2326,2
2327,3
2328,6
2329,3
2330,0
2331,7
2332,8
2333,3
2334,6
2335,7
2336,5
2337,3
2338,1
2339,7
2340,5
2341,7
2342,3
2343,7
2344,6
2345,8
2346,8
2347,3
2348,1
2349,0
2350,3
2351,1
2352,6
2353,6
2354,3
2355,1
2356,0
2357,0
2358,3
2359,3
2360,7
2361,8
2362,0
2363,1
2364,5
2365,3
2366,6
2367,7
2368,4
2369,8
2370,5
2371,7
2372,2
2373,5
2374,3
2375,3
2376,1
2377,7
2378,6
2379,2
2380,1
2381,7
2382,7
2383,3
2384,8
2385,6
2386,4
2387,1
2388,7
2389,6
2390,5
2391,2
2392,3
2393,8
2394,2
2395,7
2396,3
2397,0
2398,0
2399,5
2400,1
2401,6
2402,6
2403,6
2404,1
2405,8
2406,1
2407,5
2408,6
2409,8
2410,3
2411,6
2412,7
2413,8
2414,3
2415,6
2416,4
2417,7
2418,5
2419,8
2420,8
2421,8
2422,1
2423,3
2424,5
2425,6
2426,2
2427,6
2428,1
2429,6
2430,7
2431,4
2432,2
2433,2
2434,7
2435,2
2436,1
2437,3
2438,2
2439,8
2440,0
2441,1
2442,4
2443,0
2444,2
2445,7
2446,7
2447,5
2448,5
2449,7
2450,7
2451,8
2452,3
2453,7
2454,6
2455,5
2456,1
2457,4
2458,3
2459,0
2460,6
2461,2
2462,7
2463,0
2464,2
2465,2
2466,1
2467,4
2468,3
2469,7
2470,8
2471,0
2472,8
2473,3
2474,7
2475,3
2476,7
2477,6
2478,1
2479,2
2480,7
2481,1
2482,7
2483,7
2484,3
2485,0
2486,2
2487,0
2488,8
2489,5
2490,6
2491,1
2492,2
2493,3
2494,0
2495,3
2496,4
2497,4
2498,1
2499,3
2500,8
2501,2
2502,5
2503,5
2504,1
2505,1
2506,5
2507,0
2508,8
2509,0
2510,1
2511,7
2512,5
2513,2
2514,1
2515,2
2516,3
2517,1
2518,5
2519,8
2520,1
2521,3
2522,1
2523,3
2524,1
2525,1
2526,4
2527,2
2528,8
2529,1
2530,3
2531,4
2532,7
2533,8
2534,2
2535,7
2536,8
2537,7
2538,5
2539,7
2540,8
2541,5
2542,8
2543,3
2544,8
2545,7
2546,2
2547,7
2548,3
2549,1
2550,5
2551,5
2552,1
2553,5
2554,5
2555,2
2556,8
2557,3
2558,4
2559,1
2560,5
2561,6
2562,3
2563,7
2564,4
2565,8
2566,8
2567,1
2568,2
2569,8
2570,0
2571,1
2572,3
2573,7
2574,8
2575,8
2576,3
2577,7
2578,1
2579,1
2580,6
2581,5
2582,2
2583,0
2584,8
2585,7
2586,0
2587,2
2588,7
2589,2
2590,7
2591,6
2592,8
2593,1
2594,6
2595,0
2596,5
2597,0
2598,7
2599,7
2600,6
2601,6
2602,7
2603,7
2604,5
2605,2
2606,2
2607,8
2608,7
2609,3
2610,6
2611,0
2612,0
2613,8
2614,1
2615,4
2616,0
2617,3
2618,4
2619,2
2620,7
2621,6
2622,0
2623,5
2624,3
2625,3
2626,1
2627,3
2628,0
2629,5
2630,1
2631,6
2632,3
2633,3
2634,3
2635,3
2636,7
2637,1
2638,1
2639,8
2640,8
2641,4
2642,2
2643,6
2644,3
2645,6
2646,3
2647,4
2648,6
2649,1
2650,6
2651,5
2652,1
2653,3
2654,3
2655,0
2656,0
2657,5
2658,1
2659,2
2660,8
2661,3
2662,4
2663,1
2664,3
2665,3
2666,7
2667,7
2668,1
2669,4
2670,6
2671,4
2672,6
2673,5
2674,7
2675,1
2676,5
2677,2
2678,3
2679,8
2680,2
2681,6
2682,5
2683,2
2684,8
2685,3
2686,0
2687,5
2688,5
2689,7
2690,1
2691,1
2692,3
2693,3
2694,1
2695,3
2696,1
2697,3
2698,3
2699,0
2700,7
2701,4
2702,8
2703,2
2704,4
2705,3
2706,6
2707,6
2708,1
2709,4
2710,2
2711,3
2712,7
2713,1
2714,2
2715,8
2716,5
2717,7
2718,0
2719,1
2720,0
2721,2
2722,7
2723,7
2724,7
2725,4
2726,0
2727,4
2728,8
2729,3
2730,1
2731,5
2732,7
2733,0
2734,5
2735,8
2736,5
2737,3
2738,7
2739,1
2740,4
2741,3
2742,8
2743,3
2744,5
2745,3
2746,8
2747,5
2748,6
2749,7
2750,8
2751,7
2752,5
2753,0
2754,5
2755,0
2756,8
2757,2
2758,8
2759,5
2760,3
2761,5
2762,1
2763,5
2764,6
2765,8
2766,0
2767,3
2768,5
2769,0
2770,1
2771,5
2772,5
2773,5
2774,8
2775,2
2776,8
2777,8
2778,8
2779,1
2780,8
2781,4
2782,3
2783,8
2784,2
2785,8
2786,3
2787,2
2788,6
2789,6
2790,7
2791,5
2792,6
2793,6
2794,2
2795,7
2796,2
2797,0
2798,2
2799,5
2800,2
2801,7
2802,7
2803,8
2804,7
2805,4
2806,3
2807,8
2808,7
2809,7
2810,0
2811,3
2812,3
2813,2
2814,8
2815,2
2816,1
2817,0
2818,5
2819,8
2820,0
2821,1
2822,0
2823,1
2824,3
2825,8
2826,5
2827,8
2828,7
2829,3
2830,8
2831,6
2832,3
2833,5
2834,7
2835,0
2836,2
2837,4
2838,8
2839,8
2840,2
2841,0
2842,2
2843,1
2844,3
2845,0
2846,4
2847,8
2848,3
2849,7
2850,8
2851,7
2852,2
2853,3
2854,2
2855,7
2856,3
2857,2
2858,4
2859,3
2860,7
2861,8
2862,0
2863,6
2864,3
2865,6
2866,3
2867,6
2868,7
2869,7
2870,7
2871,0
2872,3
2873,2
2874,7
2875,5
2876,6
2877,2
2878,7
2879,3
2880,0
2881,3
2882,3
2883,7
2884,8
2885,7
2886,8
2887,2
2888,3
2889,5
2890,1
2891,7
2892,5
2893,8
2894,6
2895,1
2896,3
2897,7
2898,6
2899,8
2900,3
2901,0
2902,4
2903,2
2904,6
2905,5
2906,3
2907,0
2908,0
2909,4
2910,2
2911,3
2912,6
2913,0
2914,2
2915,3
2916,2
2917,3
2918,5
2919,1
2920,8
2921,2
2922,7
2923,1
2924,1
2925,1
2926,6
2927,2
2928,8
2929,6
2930,2
2931,7
2932,3
2933,3
2934,5
2935,8
2936,4
2937,1
2938,7
2939,0
2940,0
2941,2
2942,1
2943,3
2944,1
2945,5
2946,3
2947,1
2948,6
2949,1
2950,5
2951,7
2952,2
2953,3
2954,4
2955,1
2956,1
2957,8
2958,5
2959,2
2960,1
2961,7
2962,6
2963,6
2964,3
2965,1
2966,2
2967,6
2968,8
2969,8
2970,0
2971,7
2972,6
2973,6
2974,7
2975,0
2976,8
2977,0
2978,1
2979,6
2980,2
2981,5
2982,0
2983,8
2984,2
2985,6
2986,8
2987,3
2988,7
2989,7
2990,7
2991,0
2992,1
2993,5
2994,1
2995,3
2996,5
2997,2
